,Unnamed: 0,Name,Category,URL,SubCategory,id
2492,100683,s1171_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1171_liver.nii.g_1.stl,liver,402s1171_liver.nii.g_1
167,10168,020555_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020555_liver.stl,liver,403020555_liver
484,21932,054461_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=054461_liver.stl,liver,404054461_liver
1388,56956,s0401_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0401_aorta.nii.g_1.stl,aorta,405s0401_aorta.nii.g_1
384,18279,044296_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=044296_kidneyright.stl,kidney,406044296_kidneyright
876,39039,s0040_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0040_aorta.nii.g_1.stl,aorta,407s0040_aorta.nii.g_1
151,9611,019541_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019541_kidneyright.stl,kidney,408019541_kidneyright
2376,96084,s1086_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1086_liver.nii.g_1.stl,liver,409s1086_liver.nii.g_1
822,34532,099283_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=099283_aorta.stl,aorta,410099283_aorta
131,8832,016838_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016838_liver.stl,liver,411016838_liver
2007,81634,s0812_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0812_aorta.nii.g_1.stl,aorta,412s0812_aorta.nii.g_1
2530,102103,s1201_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1201_liver.nii.g_1.stl,liver,413s1201_liver.nii.g_1
2528,102028,s1199_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1199_liver.nii.g_1.stl,liver,414s1199_liver.nii.g_1
1433,58736,s0433_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0433_aorta.nii.g_1.stl,aorta,415s0433_aorta.nii.g_1
825,34643,099815_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=099815_aorta.stl,aorta,416099815_aorta
2111,85462,s0891_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0891_liver.nii.g_1.stl,liver,417s0891_liver.nii.g_1
715,30599,086609_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=086609_kidneyright.stl,kidney,418086609_kidneyright
2495,100821,s1173_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1173_aorta.nii.g_1.stl,aorta,419s1173_aorta.nii.g_1
2516,101618,s1189_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1189_liver.nii.g_1.stl,liver,420s1189_liver.nii.g_1
2219,89897,s0972_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0972_liver.nii.g_1.stl,liver,421s0972_liver.nii.g_1
1077,46252,s0190_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0190_aorta.nii.g_1.stl,aorta,422s0190_aorta.nii.g_1
955,41948,s0092_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0092_aorta.nii.g_1.stl,aorta,423s0092_aorta.nii.g_1
2520,101770,s1191_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1191_liver.nii.g_1.stl,liver,424s1191_liver.nii.g_1
108,7972,015731_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=015731_aorta.stl,aorta,425015731_aorta
2016,81991,s0820_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0820_aorta.nii.g_1.stl,aorta,426s0820_aorta.nii.g_1
663,28634,078651_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=078651_aorta.stl,aorta,427078651_aorta
1347,55512,s0373_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0373_aorta.nii.g_1.stl,aorta,428s0373_aorta.nii.g_1
1167,49260,s0248_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0248_liver.nii.g_1.stl,liver,429s0248_liver.nii.g_1
2309,93345,s1033_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1033_aorta.nii.g_1.stl,aorta,430s1033_aorta.nii.g_1
1457,59718,s0450_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0450_aorta.nii.g_1.stl,aorta,431s0450_aorta.nii.g_1
247,13172,029523_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=029523_liver.stl,liver,432029523_liver
702,30088,085229_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=085229_aorta.stl,aorta,433085229_aorta
1733,71036,s0644_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0644_aorta.nii.g_1.stl,aorta,434s0644_aorta.nii.g_1
622,27150,073875_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=073875_kidneyright.stl,kidney,435073875_kidneyright
154,9725,019611_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=019611_kidneyright.stl,kidney,436019611_kidneyright
1219,51003,s0291_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0291_aorta.nii.g_1.stl,aorta,437s0291_aorta.nii.g_1
527,23529,059710_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=059710_aorta.stl,aorta,438059710_aorta
1618,66100,s0561_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0561_liver.nii.g_1.stl,liver,439s0561_liver.nii.g_1
634,27602,075418_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=075418_kidneyright.stl,kidney,440075418_kidneyright
202,11512,022953_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=022953_kidneyright.stl,kidney,441022953_kidneyright
1747,71562,s0651_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0651_aorta.nii.g_1.stl,aorta,442s0651_aorta.nii.g_1
140,9165,017214_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=017214_liver.stl,liver,443017214_liver
2012,81835,s0815_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0815_aorta.nii.g_1.stl,aorta,444s0815_aorta.nii.g_1
2571,103876,s1236_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1236_liver.nii.g_1.stl,liver,445s1236_liver.nii.g_1
1358,55907,s0378_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0378_liver.nii.g_1.stl,liver,446s0378_liver.nii.g_1
2554,103174,s1224_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1224_aorta.nii.g_1.stl,aorta,447s1224_aorta.nii.g_1
288,14724,034568_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=034568_kidneyright.stl,kidney,448034568_kidneyright
1223,51139,s0293_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0293_liver.nii.g_1.stl,liver,449s0293_liver.nii.g_1
214,11955,025383_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=025383_kidneyright.stl,kidney,450025383_kidneyright
370,17727,042071_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=042071_liver.stl,liver,451042071_liver
2181,88306,s0940_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0940_liver.nii.g_1.stl,liver,452s0940_liver.nii.g_1
1690,68965,s0613_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0613_aorta.nii.g_1.stl,aorta,453s0613_aorta.nii.g_1
1008,43779,s0137_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0137_liver.nii.g_1.stl,liver,454s0137_liver.nii.g_1
2600,104929,s1252_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1252_liver.nii.g_1.stl,liver,455s1252_liver.nii.g_1
5,2717,001313_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=001313_liver.stl,liver,456001313_liver
2373,95951,s1085_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1085_aorta.nii.g_1.stl,aorta,457s1085_aorta.nii.g_1
1811,73893,s0686_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0686_liver.nii.g_1.stl,liver,458s0686_liver.nii.g_1
300,15173,035422_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=035422_kidneyright.stl,kidney,459035422_kidneyright
717,30639,086763_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=086763_aorta.stl,aorta,460086763_aorta
56,6043,008525_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=008525_liver.stl,liver,461008525_liver
1621,66227,s0565_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0565_liver.nii.g_1.stl,liver,462s0565_liver.nii.g_1
1531,62768,s0500_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0500_liver.nii.g_1.stl,liver,463s0500_liver.nii.g_1
192,11105,022078_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=022078_aorta.stl,aorta,464022078_aorta
437,20201,048750_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=048750_aorta.stl,aorta,465048750_aorta
2270,91709,s1006_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1006_aorta.nii.g_1.stl,aorta,466s1006_aorta.nii.g_1
2135,86374,s0908_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0908_liver.nii.g_1.stl,liver,467s0908_liver.nii.g_1
1893,77151,s0736_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0736_aorta.nii.g_1.stl,aorta,468s0736_aorta.nii.g_1
1341,55241,s0370_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0370_aorta.nii.g_1.stl,aorta,469s0370_aorta.nii.g_1
2045,83031,s0839_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0839_aorta.nii.g_1.stl,aorta,470s0839_aorta.nii.g_1
2334,94308,s1048_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1048_liver.nii.g_1.stl,liver,471s1048_liver.nii.g_1
718,30708,086763_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=086763_kidneyright.stl,kidney,472086763_kidneyright
2224,90069,s0975_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0975_liver.nii.g_1.stl,liver,473s0975_liver.nii.g_1
231,12544,027536_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=027536_aorta.stl,aorta,474027536_aorta
198,11330,022679_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=022679_aorta.stl,aorta,475022679_aorta
1564,64080,s0522_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0522_aorta.nii.g_1.stl,aorta,476s0522_aorta.nii.g_1
1221,51069,s0292_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0292_aorta.nii.g_1.stl,aorta,477s0292_aorta.nii.g_1
513,23046,057428_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=057428_kidneyright.stl,kidney,478057428_kidneyright
1699,69358,s0618_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0618_liver.nii.g_1.stl,liver,479s0618_liver.nii.g_1
2451,98952,s1141_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1141_aorta.nii.g_1.stl,aorta,480s1141_aorta.nii.g_1
1145,48561,s0237_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0237_liver.nii.g_1.stl,liver,481s0237_liver.nii.g_1
1343,55335,s0371_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0371_aorta.nii.g_1.stl,aorta,482s0371_aorta.nii.g_1
2339,94434,s1052_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1052_aorta.nii.g_1.stl,aorta,483s1052_aorta.nii.g_1
947,41662,s0088_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0088_aorta.nii.g_1.stl,aorta,484s0088_aorta.nii.g_1
1612,65901,s0557_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0557_aorta.nii.g_1.stl,aorta,485s0557_aorta.nii.g_1
1831,74651,s0697_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0697_liver.nii.g_1.stl,liver,486s0697_liver.nii.g_1
1469,60180,s0458_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0458_liver.nii.g_1.stl,liver,487s0458_liver.nii.g_1
1611,65836,s0556_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0556_liver.nii.g_1.stl,liver,488s0556_liver.nii.g_1
655,28375,077260_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=077260_kidneyright.stl,kidney,489077260_kidneyright
1550,63551,s0513_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0513_aorta.nii.g_1.stl,aorta,490s0513_aorta.nii.g_1
2381,96348,s1090_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1090_aorta.nii.g_1.stl,aorta,491s1090_aorta.nii.g_1
860,38421,s0029_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0029_liver.nii.g_1.stl,liver,492s0029_liver.nii.g_1
1338,55123,s0368_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0368_liver.nii.g_1.stl,liver,493s0368_liver.nii.g_1
1270,52749,s0327_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0327_aorta.nii.g_1.stl,aorta,494s0327_aorta.nii.g_1
1619,66177,s0564_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0564_aorta.nii.g_1.stl,aorta,495s0564_aorta.nii.g_1
1349,55579,s0374_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0374_aorta.nii.g_1.stl,aorta,496s0374_aorta.nii.g_1
1011,43895,s0139_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0139_aorta.nii.g_1.stl,aorta,497s0139_aorta.nii.g_1
2171,87931,s0934_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0934_liver.nii.g_1.stl,liver,498s0934_liver.nii.g_1
133,8943,016881_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016881_kidneyright.stl,kidney,499016881_kidneyright
1797,73424,s0679_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0679_liver.nii.g_1.stl,liver,500s0679_liver.nii.g_1
1912,77847,s0750_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0750_aorta.nii.g_1.stl,aorta,501s0750_aorta.nii.g_1
2550,102971,s1221_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1221_aorta.nii.g_1.stl,aorta,502s1221_aorta.nii.g_1
2033,82592,s0832_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0832_aorta.nii.g_1.stl,aorta,503s0832_aorta.nii.g_1
116,8268,016386_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=016386_liver.stl,liver,504016386_liver
840,37592,s0012_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0012_aorta.nii.g_1.stl,aorta,505s0012_aorta.nii.g_1
1845,75247,s0705_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0705_liver.nii.g_1.stl,liver,506s0705_liver.nii.g_1
347,16876,039942_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=039942_aorta.stl,aorta,507039942_aorta
1838,74949,s0702_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0702_aorta.nii.g_1.stl,aorta,508s0702_aorta.nii.g_1
1997,81220,s0806_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0806_liver.nii.g_1.stl,liver,509s0806_liver.nii.g_1
679,29261,080674_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=080674_kidneyright.stl,kidney,510080674_kidneyright
1506,61699,s0483_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0483_aorta.nii.g_1.stl,aorta,511s0483_aorta.nii.g_1
410,19211,046623_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=046623_aorta.stl,aorta,512046623_aorta
160,9945,020241_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=020241_kidneyright.stl,kidney,513020241_kidneyright
481,21824,054309_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=054309_liver.stl,liver,514054309_liver
368,17657,042071_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=042071_aorta.stl,aorta,515042071_aorta
91,7373,011736_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=011736_kidneyright.stl,kidney,516011736_kidneyright
1394,57214,s0405_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0405_aorta.nii.g_1.stl,aorta,517s0405_aorta.nii.g_1
548,24305,062219_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=062219_aorta.stl,aorta,518062219_aorta
651,28195,077235_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=077235_aorta.stl,aorta,519077235_aorta
1554,63708,s0516_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0516_aorta.nii.g_1.stl,aorta,520s0516_aorta.nii.g_1
1207,50601,s0283_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0283_aorta.nii.g_1.stl,aorta,521s0283_aorta.nii.g_1
1277,52996,s0330_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0330_liver.nii.g_1.stl,liver,522s0330_liver.nii.g_1
2532,102172,s1203_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1203_liver.nii.g_1.stl,liver,523s1203_liver.nii.g_1
2552,103078,s1223_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1223_aorta.nii.g_1.stl,aorta,524s1223_aorta.nii.g_1
2351,94984,s1063_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s1063_liver.nii.g_1.stl,liver,525s1063_liver.nii.g_1
541,24044,060752_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=060752_liver.stl,liver,526060752_liver
654,28306,077260_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=077260_aorta.stl,aorta,527077260_aorta
686,29484,082544_liver.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=082544_liver.stl,liver,528082544_liver
1058,45621,s0174_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0174_liver.nii.g_1.stl,liver,529s0174_liver.nii.g_1
2178,88174,s0939_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0939_aorta.nii.g_1.stl,aorta,530s0939_aorta.nii.g_1
2094,84859,s0879_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0879_aorta.nii.g_1.stl,aorta,531s0879_aorta.nii.g_1
673,29039,080221_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=080221_kidneyright.stl,kidney,532080221_kidneyright
282,14501,033663_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=033663_kidneyright.stl,kidney,533033663_kidneyright
2168,87799,s0933_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0933_aorta.nii.g_1.stl,aorta,534s0933_aorta.nii.g_1
958,42035,s0095_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=s0095_liver.nii.g_1.stl,liver,535s0095_liver.nii.g_1
780,32976,095846_aorta.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=095846_aorta.stl,aorta,536095846_aorta
652,28265,077235_kidneyright.stl,kidneyright,https://uni-duisburg-essen.sciebo.de/s/HeShw1G4da15OOZ/download?path=%2F&files=077235_kidneyright.stl,kidney,537077235_kidneyright
